Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
26/01/2005;06.00.00;-200,0;-200;0,5;42;35;2,8;54,4;0,4110
26/01/2005;07.00.00;-200,0;-200;0,9;90;71;3,6;49,0;0,3915
26/01/2005;08.00.00;0,3;-200;3,3;227;136;3,3;50,2;0,3934
26/01/2005;09.00.00;0,6;-200;4,4;250;163;3,5;47,5;0,3778
26/01/2005;10.00.00;0,3;-200;2,8;219;143;4,3;49,4;0,4136
26/01/2005;11.00.00;0,1;-200;3,2;211;134;4,5;48,4;0,4131
26/01/2005;12.00.00;0,1;-200;2,7;189;130;4,3;50,0;0,4199
26/01/2005;13.00.00;0,2;-200;3,5;180;122;4,3;49,7;0,4166
26/01/2005;14.00.00;0,5;-200;4,8;197;129;4,9;45,3;0,3955
26/01/2005;15.00.00;0,3;-200;3,4;198;132;5,6;42,4;0,3884
26/01/2005;16.00.00;0,3;-200;4,2;203;133;5,7;43,1;0,3984
26/01/2005;17.00.00;0,3;-200;4,2;188;126;4,8;49,7;0,4305
26/01/2005;18.00.00;1,0;-200;8,5;294;177;5,1;43,0;0,3821
26/01/2005;19.00.00;1,4;-200;9,2;302;185;5,3;44,4;0,3970
26/01/2005;20.00.00;1,4;-200;7,6;261;169;4,9;47,9;0,4180
26/01/2005;21.00.00;1,1;-200;6,2;232;151;4,7;50,8;0,4398
26/01/2005;22.00.00;0,4;-200;2,9;154;114;4,6;54,8;0,4704
26/01/2005;23.00.00;0,2;-200;2,5;120;90;4,0;56,8;0,4688
27/01/2005;00.00.00;0,2;-200;2,6;117;87;4,2;46,8;0,3900
27/01/2005;01.00.00;0,2;-200;2,2;108;83;4,5;42,0;0,3571
27/01/2005;02.00.00;0,2;-200;2,5;97;74;4,1;42,1;0,3487
27/01/2005;03.00.00;-200,0;-200;0,8;-200;-200;4,5;39,7;0,3379
27/01/2005;04.00.00;-200,0;-200;0,3;28;28;4,4;42,2;0,3571
27/01/2005;05.00.00;0,4;-200;0,3;27;26;4,1;45,9;0,3804
27/01/2005;06.00.00;0,5;-200;0,7;81;61;4,3;42,5;0,3556
27/01/2005;07.00.00;0,7;-200;1,4;129;91;4,6;38,1;0,3267
27/01/2005;08.00.00;1,9;-200;6,6;336;184;4,6;39,4;0,3367
27/01/2005;09.00.00;2,4;-200;8,4;335;204;4,8;41,9;0,3634
27/01/2005;10.00.00;2,0;-200;5,5;318;185;5,9;40,2;0,3760
27/01/2005;11.00.00;1,3;-200;3,5;201;125;7,0;38,4;0,3861
27/01/2005;12.00.00;1,0;-200;3,0;166;104;6,6;40,2;0,3944
27/01/2005;13.00.00;1,2;-200;4,1;192;115;6,6;41,2;0,4046
27/01/2005;14.00.00;1,5;-200;4,7;198;126;7,3;36,8;0,3779
27/01/2005;15.00.00;1,3;-200;4,5;198;125;7,3;35,0;0,3584
27/01/2005;16.00.00;1,5;-200;4,7;223;139;7,0;33,5;0,3367
27/01/2005;17.00.00;1,5;-200;5,1;224;142;6,5;32,4;0,3155
27/01/2005;18.00.00;2,1;-200;7,7;266;170;5,7;33,9;0,3131
27/01/2005;19.00.00;2,6;-200;10,3;326;195;5,0;36,1;0,3178
27/01/2005;20.00.00;3,0;-200;11,5;343;202;4,7;38,3;0,3306
27/01/2005;21.00.00;2,0;-200;6,0;243;168;4,5;39,9;0,3390
27/01/2005;22.00.00;1,4;-200;3,6;177;128;4,3;41,1;0,3451
27/01/2005;23.00.00;1,3;-200;4,3;155;115;4,0;43,1;0,3551
28/01/2005;00.00.00;1,2;-200;3,4;143;111;3,7;46,0;0,3701
28/01/2005;01.00.00;1,1;-200;2,4;124;97;3,3;47,4;0,3716
28/01/2005;02.00.00;0,9;-200;2,0;94;77;3,0;49,1;0,3774
28/01/2005;03.00.00;0,8;-200;1,4;-200;-200;3,5;48,0;0,3822
28/01/2005;04.00.00;0,6;-200;1,2;56;51;3,6;48,0;0,3835
28/01/2005;05.00.00;0,5;-200;0,9;58;49;4,0;47,8;0,3919
28/01/2005;06.00.00;0,6;-200;1,6;105;79;4,1;48,1;0,3975
28/01/2005;07.00.00;0,7;-200;1,7;122;92;4,1;47,4;0,3926
28/01/2005;08.00.00;1,6;-200;6,2;274;167;4,2;48,7;0,4073
28/01/2005;09.00.00;2,2;-200;8,2;342;206;4,1;49,8;0,4117
28/01/2005;10.00.00;1,8;-200;6,4;296;184;4,3;48,4;0,4043
28/01/2005;11.00.00;1,5;-200;5,9;279;176;4,6;49,7;0,4271
28/01/2005;12.00.00;1,8;-200;5,7;325;191;4,5;49,6;0,4210
28/01/2005;13.00.00;1,4;-200;5,3;222;147;4,4;48,4;0,4087
28/01/2005;14.00.00;2,1;-200;7,3;279;174;4,7;47,2;0,4075
28/01/2005;15.00.00;1,6;-200;5,1;248;167;4,2;49,5;0,4118
28/01/2005;16.00.00;1,3;-200;3,9;193;138;3,4;50,7;0,3991
28/01/2005;17.00.00;1,9;-200;-200,0;256;164;-200;-200;-200
28/01/2005;18.00.00;2,4;-200;-200,0;288;190;-200;-200;-200
28/01/2005;19.00.00;3,0;-200;-200,0;300;198;-200;-200;-200
28/01/2005;20.00.00;1,9;-200;-200,0;224;155;-200;-200;-200
28/01/2005;21.00.00;1,8;-200;-200,0;219;153;-200;-200;-200
28/01/2005;22.00.00;1,1;-200;-200,0;145;110;-200;-200;-200
28/01/2005;23.00.00;1,1;-200;-200,0;115;91;-200;-200;-200
29/01/2005;00.00.00;1,1;-200;-200,0;136;105;-200;-200;-200
29/01/2005;01.00.00;1,0;-200;-200,0;107;85;-200;-200;-200
29/01/2005;02.00.00;0,7;-200;0,8;70;60;1,9;49,7;0,3528
29/01/2005;03.00.00;0,6;-200;0,6;-200;-200;1,6;52,9;0,3692
29/01/2005;04.00.00;0,5;-200;0,5;37;34;1,4;53,8;0,3687
29/01/2005;05.00.00;0,5;-200;0,5;33;31;1,0;54,7;0,3657
29/01/2005;06.00.00;0,4;-200;0,6;43;37;1,4;52,3;0,3591
29/01/2005;07.00.00;0,5;-200;0,9;73;58;1,6;51,0;0,3561
29/01/2005;08.00.00;0,8;-200;2,0;125;92;1,4;53,1;0,3642
29/01/2005;09.00.00;1,1;-200;2,8;154;110;1,7;54,1;0,3785
29/01/2005;10.00.00;1,1;-200;2,8;140;101;2,5;51,0;0,3778
29/01/2005;11.00.00;1,1;-200;3,0;150;96;2,9;48,7;0,3706
29/01/2005;12.00.00;1,1;-200;2,4;139;102;3,6;45,8;0,3674
29/01/2005;13.00.00;1,1;-200;2,5;135;96;3,1;48,1;0,3722
29/01/2005;14.00.00;1,2;-200;3,0;152;102;3,4;46,6;0,3668
29/01/2005;15.00.00;1,0;-200;2,2;121;88;3,7;45,8;0,3697
29/01/2005;16.00.00;1,2;-200;2,6;122;87;4,4;43,7;0,3688
29/01/2005;17.00.00;1,3;-200;3,4;167;115;4,0;44,9;0,3689
29/01/2005;18.00.00;1,4;-200;3,0;165;118;3,3;46,8;0,3671
29/01/2005;19.00.00;1,3;-200;3,1;190;134;3,1;48,1;0,3707
29/01/2005;20.00.00;1,4;-200;3,4;176;125;2,8;49,0;0,3700
29/01/2005;21.00.00;1,5;-200;2,9;196;140;3,1;47,4;0,3661
29/01/2005;22.00.00;1,0;-200;1,7;103;83;2,9;49,0;0,3725
29/01/2005;23.00.00;1,0;-200;1,6;91;73;2,8;49,1;0,3726
30/01/2005;00.00.00;1,1;-200;2,3;119;92;2,9;49,7;0,3782
30/01/2005;01.00.00;1,3;-200;2,2;147;109;3,8;46,5;0,3762
30/01/2005;02.00.00;1,0;-200;1,7;101;82;3,2;46,9;0,3658
30/01/2005;03.00.00;1,1;-200;2,2;-200;-200;3,1;45,2;0,3504
30/01/2005;04.00.00;-200,0;-200;1,8;102;83;3,1;44,8;0,3473
30/01/2005;05.00.00;0,6;-200;0,6;55;50;3,1;44,4;0,3420
30/01/2005;06.00.00;0,5;-200;0,6;51;44;3,0;43,4;0,3337
30/01/2005;07.00.00;0,4;-200;0,4;53;49;2,8;43,8;0,3308
30/01/2005;08.00.00;0,5;-200;0,7;74;62;2,7;43,2;0,3259
30/01/2005;09.00.00;0,7;-200;1,2;113;85;3,3;42,3;0,3299
30/01/2005;10.00.00;0,8;-200;1,4;107;82;4,6;39,0;0,3330
30/01/2005;11.00.00;0,8;-200;2,0;101;77;5,6;37,5;0,3426
30/01/2005;12.00.00;1,0;-200;2,0;129;92;7,2;34,2;0,3488
30/01/2005;13.00.00;0,9;-200;1,6;126;95;6,9;35,6;0,3561
30/01/2005;14.00.00;0,9;-200;1,6;132;95;8,2;30,1;0,3281
30/01/2005;15.00.00;0,9;-200;1,8;101;76;7,6;27,9;0,2927
30/01/2005;16.00.00;1,0;-200;1,8;128;95;7,9;25,9;0,2774
30/01/2005;17.00.00;1,0;-200;2,6;170;118;7,8;28,3;0,3017
30/01/2005;18.00.00;1,1;-200;2,0;174;123;6,3;28,8;0,2772
30/01/2005;19.00.00;1,2;-200;2,8;215;140;5,4;30,1;0,2726
30/01/2005;20.00.00;1,6;-200;3,9;248;163;5,0;31,1;0,2730
30/01/2005;21.00.00;1,7;-200;4,1;247;164;4,6;33,8;0,2898
30/01/2005;22.00.00;1,1;-200;2,4;154;120;4,3;36,6;0,3064
30/01/2005;23.00.00;1,3;-200;3,5;186;130;4,0;39,0;0,3203
31/01/2005;00.00.00;1,7;-200;4,6;231;145;2,9;42,8;0,3276
31/01/2005;01.00.00;1,5;-200;3,0;174;126;3,4;38,9;0,3076
31/01/2005;02.00.00;0,8;-200;1,0;68;61;4,0;36,4;0,2982
31/01/2005;03.00.00;0,5;-200;0,5;-200;-200;4,0;36,4;0,2989
31/01/2005;04.00.00;0,4;-200;0,4;39;37;3,7;37,7;0,3024
31/01/2005;05.00.00;0,4;-200;0,3;39;37;3,4;38,9;0,3075
31/01/2005;06.00.00;0,4;-200;0,6;54;50;3,7;37,5;0,3012
31/01/2005;07.00.00;0,7;-200;1,4;158;109;3,7;35,2;0,2833
31/01/2005;08.00.00;1,8;-200;7,1;350;198;3,7;33,9;0,2732
31/01/2005;09.00.00;-200,0;-200;14,0;-200;-200;4,4;38,8;0,3280
31/01/2005;10.00.00;3,5;-200;15,1;584;283;6,6;34,4;0,3359
31/01/2005;11.00.00;2,8;-200;12,5;478;256;10,0;22,4;0,2753
31/01/2005;12.00.00;3,1;-200;12,8;563;261;11,9;18,6;0,2581
31/01/2005;13.00.00;2,5;-200;11,9;414;181;12,5;17,2;0,2477
31/01/2005;14.00.00;2,7;-200;11,7;398;194;13,2;17,3;0,2606
31/01/2005;15.00.00;2,9;-200;14,7;451;214;13,5;18,7;0,2872
31/01/2005;16.00.00;3,2;-200;15,7;503;204;14,1;18,2;0,2908
31/01/2005;17.00.00;4,1;-200;21,1;640;228;13,0;20,3;0,3030
31/01/2005;18.00.00;6,1;-200;27,4;843;270;10,4;24,7;0,3116
31/01/2005;19.00.00;6,8;-200;30,8;954;285;8,6;29,8;0,3344
31/01/2005;20.00.00;6,8;-200;29,2;984;282;7,3;36,8;0,3771
31/01/2005;21.00.00;3,7;-200;15,0;586;235;6,3;39,4;0,3795
31/01/2005;22.00.00;2,1;-200;7,1;360;208;5,4;43,5;0,3922
31/01/2005;23.00.00;1,4;-200;5,4;231;161;5,1;45,6;0,4056
01/02/2005;00.00.00;1,3;-200;4,8;200;146;4,2;49,4;0,4120
01/02/2005;01.00.00;1,1;-200;3,8;153;123;4,1;50,1;0,4150
01/02/2005;02.00.00;1,0;-200;3,5;135;109;4,1;51,5;0,4263
01/02/2005;03.00.00;0,9;-200;3,3;-200;-200;3,7;57,5;0,4621
01/02/2005;04.00.00;0,8;-200;3,6;196;115;2,5;64,8;0,4807
01/02/2005;05.00.00;0,9;-200;3,8;208;114;1,8;68,9;0,4878
01/02/2005;06.00.00;1,1;-200;4,2;241;122;2,0;64,9;0,4661
01/02/2005;07.00.00;1,6;-200;7,7;417;149;2,2;65,3;0,4730
01/02/2005;08.00.00;3,7;-200;20,0;896;187;3,1;64,0;0,4938
01/02/2005;09.00.00;4,8;-200;22,1;966;198;3,7;61,7;0,4967
01/02/2005;10.00.00;4,1;-200;17,2;878;196;4,4;58,8;0,4979
01/02/2005;11.00.00;4,5;-200;21,4;985;218;5,8;54,1;0,5020
01/02/2005;12.00.00;4,5;-200;19,8;1017;227;7,3;50,8;0,5226
01/02/2005;13.00.00;3,7;-200;18,8;683;181;9,5;47,2;0,5589
01/02/2005;14.00.00;4,2;-200;18,8;660;179;11,8;44,4;0,6118
01/02/2005;15.00.00;3,3;-200;16,7;492;151;12,7;45,5;0,6648
01/02/2005;16.00.00;3,2;-200;14,4;497;162;13,5;44,8;0,6898
01/02/2005;17.00.00;3,6;-200;16,3;562;165;12,3;48,9;0,6967
01/02/2005;18.00.00;3,5;-200;14,4;539;173;10,8;40,3;0,5201
01/02/2005;19.00.00;4,1;-200;17,0;502;188;9,4;36,7;0,4324
01/02/2005;20.00.00;4,0;-200;14,8;452;186;8,3;39,5;0,4318
01/02/2005;21.00.00;3,3;-200;9,8;357;172;7,8;41,3;0,4389
01/02/2005;22.00.00;3,0;-200;6,1;289;150;7,3;43,8;0,4505
01/02/2005;23.00.00;2,6;-200;5,4;221;137;6,7;47,6;0,4688
02/02/2005;00.00.00;2,6;-200;4,7;204;133;6,6;51,2;0,5007
02/02/2005;01.00.00;2,6;-200;5,1;183;122;6,4;52,6;0,5074
02/02/2005;02.00.00;2,9;-200;6,9;222;130;5,3;57,8;0,5177
02/02/2005;03.00.00;2,9;-200;7,3;-200;-200;3,4;66,7;0,5281
02/02/2005;04.00.00;2,5;-200;4,8;210;121;3,3;66,8;0,5215
02/02/2005;05.00.00;2,0;-200;3,6;185;115;3,7;62,9;0,5059
02/02/2005;06.00.00;2,2;-200;4,5;257;125;2,6;67,5;0,5034
02/02/2005;07.00.00;2,4;-200;5,2;297;136;3,5;60,9;0,4857
02/02/2005;08.00.00;4,0;-200;15,1;573;174;2,7;63,4;0,4787
02/02/2005;09.00.00;6,7;-200;27,3;883;224;2,8;64,2;0,4859
02/02/2005;10.00.00;5,6;-200;19,6;824;230;5,8;53,1;0,4942
02/02/2005;11.00.00;4,3;-200;14,8;693;205;9,7;40,1;0,4832
02/02/2005;12.00.00;4,0;-200;14,5;714;204;12,7;30,0;0,4398
02/02/2005;13.00.00;2,6;-200;10,1;388;139;13,7;20,7;0,3221
02/02/2005;14.00.00;2,2;-200;10,1;337;133;13,7;19,9;0,3114
02/02/2005;15.00.00;1,9;-200;8,3;326;127;14,1;18,1;0,2884
02/02/2005;16.00.00;1,8;-200;9,0;329;124;14,5;18,0;0,2956
02/02/2005;17.00.00;3,1;-200;13,4;465;158;13,2;20,4;0,3074
02/02/2005;18.00.00;4,8;-200;19,5;612;171;10,5;25,1;0,3194
02/02/2005;19.00.00;5,8;-200;27,8;759;193;8,9;31,4;0,3597
02/02/2005;20.00.00;5,9;-200;31,4;771;195;8,2;36,2;0,3953
02/02/2005;21.00.00;4,1;-200;15,6;655;212;6,7;39,6;0,3906
02/02/2005;22.00.00;1,8;-200;7,0;332;193;5,8;42,0;0,3904
02/02/2005;23.00.00;1,7;-200;7,8;287;167;4,9;45,9;0,3999
03/02/2005;00.00.00;1,7;-200;5,6;242;156;4,5;47,9;0,4079
03/02/2005;01.00.00;1,5;-200;6,0;242;153;3,9;51,6;0,4226
03/02/2005;02.00.00;1,1;-200;3,9;192;128;3,4;54,7;0,4323
03/02/2005;03.00.00;0,9;-200;2,8;-200;-200;3,3;56,1;0,4379
03/02/2005;04.00.00;-200,0;-200;2,6;134;96;2,0;60,8;0,4337
03/02/2005;05.00.00;0,3;-200;2,9;142;105;1,2;63,7;0,4327
03/02/2005;06.00.00;0,4;-200;2,8;194;130;2,1;60,3;0,4368
03/02/2005;07.00.00;0,6;-200;4,2;216;134;1,3;63,1;0,4322
03/02/2005;08.00.00;3,0;-200;16,7;728;275;1,3;64,8;0,4410
03/02/2005;09.00.00;5,6;-200;29,1;975;309;2,1;62,2;0,4491
03/02/2005;10.00.00;4,9;-200;20,7;947;322;5,1;50,8;0,4499
03/02/2005;11.00.00;3,5;-200;15,5;790;333;8,5;39,7;0,4425
03/02/2005;12.00.00;2,2;-200;10,3;551;235;11,5;33,0;0,4476
03/02/2005;13.00.00;2,7;-200;13,8;565;241;12,2;34,3;0,4864
03/02/2005;14.00.00;2,7;-200;12,7;532;214;13,5;35,0;0,5396
03/02/2005;15.00.00;2,1;-200;11,4;459;174;14,9;34,9;0,5869
03/02/2005;16.00.00;2,0;-200;10,2;407;157;15,7;34,5;0,6111
03/02/2005;17.00.00;2,4;-200;14,3;434;170;14,7;37,2;0,6180
03/02/2005;18.00.00;6,7;-200;32,4;980;212;12,2;44,8;0,6342
03/02/2005;19.00.00;6,4;-200;29,0;966;249;10,3;52,4;0,6578
03/02/2005;20.00.00;3,9;-200;17,6;646;231;9,3;55,5;0,6503
03/02/2005;21.00.00;2,7;-200;12,6;471;216;8,3;57,6;0,6304
03/02/2005;22.00.00;3,0;-200;15,5;528;217;6,3;65,1;0,6237
03/02/2005;23.00.00;2,1;-200;9,1;378;203;6,5;63,1;0,6132
04/02/2005;00.00.00;1,2;-200;6,4;235;161;6,0;62,7;0,5890
04/02/2005;01.00.00;1,2;-200;5,1;217;147;5,1;65,4;0,5797
04/02/2005;02.00.00;0,7;-200;3,3;141;111;4,7;64,6;0,5568
04/02/2005;03.00.00;0,9;-200;5,3;-200;-200;2,9;72,2;0,5523
04/02/2005;04.00.00;0,8;-200;3,1;158;115;5,0;63,5;0,5575
04/02/2005;05.00.00;0,4;-200;2,2;87;80;3,9;65,5;0,5367
04/02/2005;06.00.00;0,7;-200;3,9;194;122;1,8;74,5;0,5271
04/02/2005;07.00.00;1,4;-200;6,9;401;186;1,8;73,7;0,5198
04/02/2005;08.00.00;4,0;-200;19,7;887;306;2,3;70,9;0,5182
04/02/2005;09.00.00;3,9;-200;20,1;654;301;4,4;61,1;0,5176
04/02/2005;10.00.00;3,1;-200;16,3;566;274;7,7;49,8;0,5267
04/02/2005;11.00.00;3,2;-200;14,3;649;247;12,1;36,9;0,5212
04/02/2005;12.00.00;1,5;-200;7,0;309;169;15,0;28,5;0,4821
04/02/2005;13.00.00;1,2;-200;6,3;229;138;14,5;28,3;0,4665
04/02/2005;14.00.00;1,9;-200;8,6;312;149;12,9;31,8;0,4707
04/02/2005;15.00.00;1,5;-200;6,6;276;165;12,1;32,3;0,4548
04/02/2005;16.00.00;1,4;-200;6,1;236;156;11,3;33,5;0,4476
04/02/2005;17.00.00;1,9;-200;8,8;312;184;11,4;32,6;0,4373
04/02/2005;18.00.00;2,2;-200;9,4;345;197;9,1;37,8;0,4372
04/02/2005;19.00.00;3,0;-200;11,8;386;204;8,1;41,0;0,4458
04/02/2005;20.00.00;2,6;-200;11,3;356;207;7,7;41,9;0,4409
04/02/2005;21.00.00;2,8;-200;9,7;467;208;7,1;43,9;0,4433
04/02/2005;22.00.00;1,6;-200;5,8;287;174;6,3;45,8;0,4408
04/02/2005;23.00.00;1,3;-200;5,3;239;157;6,0;46,1;0,4351
05/02/2005;00.00.00;1,6;-200;5,3;266;166;5,5;49,0;0,4471
05/02/2005;01.00.00;1,5;-200;5,1;261;167;4,9;52,0;0,4548
05/02/2005;02.00.00;1,3;-200;4,8;223;154;4,1;54,7;0,4536
05/02/2005;03.00.00;1,6;-200;6,4;-200;-200;2,1;64,2;0,4633
05/02/2005;04.00.00;2,0;-200;7,0;272;164;1,5;66,2;0,4571
05/02/2005;05.00.00;1,3;-200;4,4;226;149;1,0;67,7;0,4523
05/02/2005;06.00.00;0,9;-200;5,6;250;150;0,8;69,9;0,4591
05/02/2005;07.00.00;1,4;-200;7,3;402;205;1,3;67,2;0,4598
05/02/2005;08.00.00;3,1;-200;12,7;708;283;2,0;63,6;0,4564
05/02/2005;09.00.00;4,1;-200;11,3;759;310;4,1;52,7;0,4345
05/02/2005;10.00.00;1,3;-200;4,9;302;200;7,5;39,2;0,4091
05/02/2005;11.00.00;0,9;-200;3,8;210;147;9,0;34,5;0,3980
05/02/2005;12.00.00;1,0;-200;3,4;180;128;9,2;34,5;0,4025
05/02/2005;13.00.00;1,0;-200;4,2;165;121;9,3;33,8;0,3981
05/02/2005;14.00.00;1,1;-200;3,7;180;129;9,3;33,1;0,3874
05/02/2005;15.00.00;0,8;-200;3,3;147;110;9,7;30,8;0,3716
05/02/2005;16.00.00;1,0;-200;3,4;177;126;9,6;31,1;0,3718
05/02/2005;17.00.00;0,9;-200;3,1;157;121;8,6;32,8;0,3669
05/02/2005;18.00.00;0,9;-200;4,3;195;142;7,2;35,0;0,3567
05/02/2005;19.00.00;1,6;-200;6,2;263;174;6,4;36,8;0,3566
05/02/2005;20.00.00;1,4;-200;5,2;239;168;6,0;40,2;0,3773
05/02/2005;21.00.00;1,4;-200;5,8;267;180;5,5;42,6;0,3874
05/02/2005;22.00.00;1,1;-200;3,5;214;157;4,9;43,7;0,3809
05/02/2005;23.00.00;1,2;-200;4,9;236;162;4,2;43,2;0,3605
06/02/2005;00.00.00;1,8;-200;4,7;251;173;4,0;39,2;0,3228
06/02/2005;01.00.00;1,4;-200;4,9;255;176;3,7;40,1;0,3230
06/02/2005;02.00.00;1,4;-200;5,0;235;172;3,1;47,1;0,3638
06/02/2005;03.00.00;0,9;-200;2,9;-200;-200;2,6;48,8;0,3658
06/02/2005;04.00.00;-200,0;-200;2,6;129;108;0,8;53,8;0,3542
06/02/2005;05.00.00;0,8;-200;1,8;95;88;1,2;51,9;0,3515
06/02/2005;06.00.00;0,7;-200;1,3;95;85;1,0;52,2;0,3489
06/02/2005;07.00.00;0,7;-200;1,5;100;88;0,6;53,3;0,3467
06/02/2005;08.00.00;0,6;-200;1,3;110;94;0,8;52,8;0,3468
06/02/2005;09.00.00;0,8;-200;2,0;149;115;0,3;53,7;0,3424
06/02/2005;10.00.00;1,3;-200;4,3;197;137;4,1;42,9;0,3551
06/02/2005;11.00.00;2,0;-200;6,7;351;212;8,0;33,3;0,3591
06/02/2005;12.00.00;1,7;-200;4,6;249;173;10,7;25,2;0,3242
06/02/2005;13.00.00;1,2;-200;3,5;188;135;11,1;23,5;0,3105
06/02/2005;14.00.00;1,0;-200;2,1;127;100;10,6;26,0;0,3320
06/02/2005;15.00.00;0,8;-200;1,9;96;78;10,3;27,7;0,3481
06/02/2005;16.00.00;1,0;-200;2,7;138;100;10,2;28,3;0,3516
06/02/2005;17.00.00;1,4;-200;3,7;217;150;9,2;29,9;0,3479
06/02/2005;18.00.00;1,1;-200;2,9;186;142;6,9;36,4;0,3635
06/02/2005;19.00.00;1,6;-200;4,5;227;165;6,0;38,0;0,3584
06/02/2005;20.00.00;1,8;-200;5,3;252;179;5,8;36,4;0,3385
06/02/2005;21.00.00;1,4;-200;3,7;193;149;5,8;35,4;0,3286
06/02/2005;22.00.00;1,1;-200;2,6;158;126;5,4;36,6;0,3304
06/02/2005;23.00.00;1,0;-200;2,4;150;120;5,1;37,9;0,3358
07/02/2005;00.00.00;1,1;-200;2,4;130;110;4,8;38,0;0,3300
07/02/2005;01.00.00;1,0;-200;2,0;104;92;4,5;38,1;0,3249
07/02/2005;02.00.00;0,8;-200;1,5;86;78;4,3;38,1;0,3207
07/02/2005;03.00.00;0,6;-200;1,2;-200;-200;3,9;39,9;0,3250
07/02/2005;04.00.00;0,6;-200;0,8;67;65;3,8;41,0;0,3327
07/02/2005;05.00.00;0,6;-200;1,0;75;73;3,3;44,6;0,3499
07/02/2005;06.00.00;0,6;-200;1,3;97;85;3,6;44,5;0,3574
07/02/2005;07.00.00;0,8;-200;2,4;177;133;3,4;47,0;0,3713
07/02/2005;08.00.00;2,3;-200;8,7;433;246;2,9;49,5;0,3775
07/02/2005;09.00.00;2,8;-200;10,5;471;281;5,6;40,5;0,3704
07/02/2005;10.00.00;2,1;-200;7,9;346;222;7,5;33,8;0,3520
07/02/2005;11.00.00;1,7;-200;6,5;262;182;10,8;25,2;0,3251
07/02/2005;12.00.00;1,4;-200;5,7;221;154;12,9;20,6;0,3045
07/02/2005;13.00.00;1,6;-200;6,2;265;168;12,2;21,4;0,3033
07/02/2005;14.00.00;1,4;-200;5,4;219;149;12,0;21,9;0,3069
07/02/2005;15.00.00;1,3;-200;4,9;235;156;12,2;24,0;0,3392
07/02/2005;16.00.00;1,4;-200;5,0;227;156;12,0;24,3;0,3393
07/02/2005;17.00.00;1,7;-200;6,9;285;187;10,5;27,8;0,3525
07/02/2005;18.00.00;1,9;-200;7,5;291;194;8,7;33,9;0,3832
07/02/2005;19.00.00;2,3;-200;8,2;295;204;7,8;37,6;0,4004
07/02/2005;20.00.00;2,0;-200;7,7;243;174;7,2;39,4;0,4032
07/02/2005;21.00.00;1,6;-200;4,5;209;154;7,1;39,6;0,4019
07/02/2005;22.00.00;1,0;-200;2,7;147;117;7,1;39,6;0,4001
07/02/2005;23.00.00;0,9;-200;2,3;117;98;7,2;39,3;0,4004
08/02/2005;00.00.00;0,9;-200;2,1;105;90;6,9;39,6;0,3966
08/02/2005;01.00.00;0,9;-200;1,4;84;74;7,0;39,8;0,4006
08/02/2005;02.00.00;0,5;-200;0,8;51;49;7,1;40,5;0,4090
08/02/2005;03.00.00;0,4;-200;0,6;-200;-200;6,9;40,9;0,4091
08/02/2005;04.00.00;0,5;-200;1,0;54;54;6,0;42,9;0,4040
08/02/2005;05.00.00;0,6;-200;1,3;74;69;6,4;42,7;0,4126
08/02/2005;06.00.00;0,6;-200;1,6;114;92;6,1;43,6;0,4129
08/02/2005;07.00.00;1,0;-200;3,0;228;146;5,9;45,1;0,4211
08/02/2005;08.00.00;2,1;-200;10,0;455;224;6,0;46,4;0,4367
08/02/2005;09.00.00;2,9;-200;15,1;493;253;6,6;43,7;0,4273
08/02/2005;10.00.00;2,2;-200;8,6;410;225;8,7;36,3;0,4074
08/02/2005;11.00.00;1,6;-200;6,9;277;180;10,5;33,4;0,4246
08/02/2005;12.00.00;1,8;-200;7,6;340;194;11,4;27,8;0,3748
08/02/2005;13.00.00;1,5;-200;6,9;238;158;12,7;27,4;0,4011
08/02/2005;14.00.00;2,2;-200;8,5;323;184;13,3;23,3;0,3540
08/02/2005;15.00.00;1,6;-200;5,3;286;165;13,9;20,7;0,3271
08/02/2005;16.00.00;1,5;-200;4,4;271;156;13,6;20,0;0,3093
08/02/2005;17.00.00;1,8;-200;-200,0;276;172;-200;-200;-200
08/02/2005;18.00.00;1,8;-200;-200,0;295;194;-200;-200;-200
08/02/2005;19.00.00;2,3;-200;-200,0;340;208;-200;-200;-200
08/02/2005;20.00.00;1,9;-200;-200,0;275;187;-200;-200;-200
08/02/2005;21.00.00;1,9;-200;-200,0;293;187;-200;-200;-200
08/02/2005;22.00.00;1,1;-200;-200,0;157;127;-200;-200;-200
08/02/2005;23.00.00;0,9;-200;-200,0;133;107;-200;-200;-200
09/02/2005;00.00.00;0,8;-200;-200,0;120;99;-200;-200;-200
09/02/2005;01.00.00;0,9;-200;-200,0;122;100;-200;-200;-200
09/02/2005;02.00.00;0,7;-200;-200,0;80;73;-200;-200;-200
09/02/2005;03.00.00;0,8;-200;-200,0;-200;-200;-200;-200;-200
09/02/2005;04.00.00;-200,0;-200;-200,0;88;83;-200;-200;-200
09/02/2005;05.00.00;0,7;-200;-200,0;109;92;-200;-200;-200
09/02/2005;06.00.00;0,6;-200;-200,0;120;100;-200;-200;-200
09/02/2005;07.00.00;1,0;-200;-200,0;233;149;-200;-200;-200
09/02/2005;08.00.00;1,7;-200;-200,0;394;231;-200;-200;-200
09/02/2005;09.00.00;2,7;-200;-200,0;424;245;-200;-200;-200
09/02/2005;10.00.00;3,3;-200;-200,0;446;203;-200;-200;-200
